Frequency (Hz)	Level (dB)
12543.090820	-131.569916
12553.857422	-130.681549
12564.624023	-129.940781
12575.390625	-131.443741
12586.157227	-130.402191
12596.923828	-128.767319
12607.690430	-130.531143
12618.457031	-131.145798
12629.223633	-130.299255
12639.990234	-130.321289
12650.756836	-129.594833
12661.523438	-129.501602
12672.290039	-131.222824
12683.056641	-131.851166
12693.823242	-131.357605
12704.589844	-131.351242
12715.356445	-131.293610
12726.123047	-130.180222
12736.889648	-129.118073
12747.656250	-129.306641
12758.422852	-130.662598
12769.189453	-131.363525
12779.956055	-129.481873
12790.722656	-129.834381
12801.489258	-130.804825
12812.255859	-130.008759
12823.022461	-131.397934
12833.789062	-130.593063
12844.555664	-129.821228
12855.322266	-130.717865
12866.088867	-130.496338
12876.855469	-129.767487
12887.622070	-130.119232
12898.388672	-130.557541
12909.155273	-130.278549
12919.921875	-130.370148
12930.688477	-131.091370
12941.455078	-131.255844
12952.221680	-131.754868
12962.988281	-130.796356
12973.754883	-130.834793
12984.521484	-130.847565
12995.288086	-129.278778
13006.054688	-128.801453
13016.821289	-129.759521
13027.587891	-130.150848
13038.354492	-130.012543
13049.121094	-130.583405
13059.887695	-130.391342
13070.654297	-130.861969
13081.420898	-128.944214
13092.187500	-128.757294
13102.954102	-130.697342
13113.720703	-130.623169
13124.487305	-130.236328
13135.253906	-130.470123
13146.020508	-129.638885
13156.787109	-130.412201
13167.553711	-131.340546
13178.320312	-130.359802
13189.086914	-129.596603
13199.853516	-131.221405
13210.620117	-130.296112
13221.386719	-130.298080
13232.153320	-130.805420
13242.919922	-129.758652
13253.686523	-129.166428
13264.453125	-130.983398
13275.219727	-131.378754
13285.986328	-130.367142
13296.752930	-130.901459
13307.519531	-130.398010
13318.286133	-130.455643
13329.052734	-131.019760
13339.819336	-130.457947
13350.585938	-129.936401
13361.352539	-128.952881
13372.119141	-128.337585
13382.885742	-129.933395
13393.652344	-131.210739
13404.418945	-129.223175
13415.185547	-130.472321
13425.952148	-131.501328
13436.718750	-129.551498
13447.485352	-131.140320
13458.251953	-132.067398
13469.018555	-130.245438
13479.785156	-129.859406
13490.551758	-129.897232
13501.318359	-130.345306
13512.084961	-131.433273
13522.851562	-130.347488
13533.618164	-128.841904
13544.384766	-130.626205
13555.151367	-130.374039
13565.917969	-130.043350
13576.684570	-130.429626
13587.451172	-129.616043
13598.217773	-130.175568
13608.984375	-130.187195
13619.750977	-130.170609
13630.517578	-130.477249
13641.284180	-130.245819
13652.050781	-130.021011
13662.817383	-130.170517
13673.583984	-129.425964
13684.350586	-129.143875
13695.117188	-130.364609
13705.883789	-131.075104
13716.650391	-131.537659
13727.416992	-130.527237
13738.183594	-130.904724
13748.950195	-131.331284
13759.716797	-131.446136
13770.483398	-131.562302
13781.250000	-131.286392
13792.016602	-130.503784
13802.783203	-130.377838
13813.549805	-130.346527
13824.316406	-131.516693
13835.083008	-132.041977
13845.849609	-131.363693
13856.616211	-131.785706
13867.382812	-132.067215
13878.149414	-130.943634
13888.916016	-131.361404
13899.682617	-131.332169
13910.449219	-131.958511
13921.215820	-132.142258
13931.982422	-130.965393
13942.749023	-129.925095
13953.515625	-130.171432
13964.282227	-129.764175
13975.048828	-130.165970
13985.815430	-130.810532
13996.582031	-130.589752
14007.348633	-130.828903
14018.115234	-130.951324
14028.881836	-130.098343
14039.648438	-130.255676
14050.415039	-131.592926
14061.181641	-131.521332
14071.948242	-130.610580
14082.714844	-130.825592
14093.481445	-130.859482
14104.248047	-130.812500
14115.014648	-130.712036
14125.781250	-129.496628
14136.547852	-129.653336
14147.314453	-129.712799
14158.081055	-129.038101
14168.847656	-129.682968
14179.614258	-129.491379
14190.380859	-129.860962
14201.147461	-129.893127
14211.914062	-129.747650
14222.680664	-130.155777
14233.447266	-130.501236
14244.213867	-130.613541
14254.980469	-130.526703
14265.747070	-130.386444
14276.513672	-130.695770
14287.280273	-130.651199
14298.046875	-130.623886
14308.813477	-129.674088
14319.580078	-129.195450
14330.346680	-130.391037
14341.113281	-129.724319
14351.879883	-130.541260
14362.646484	-130.453888
14373.413086	-130.294571
14384.179688	-129.820862
14394.946289	-131.035004
14405.712891	-130.819611
14416.479492	-130.358566
14427.246094	-130.698639
14438.012695	-132.039398
14448.779297	-131.980820
14459.545898	-130.946854
14470.312500	-130.089005
14481.079102	-130.824280
14491.845703	-130.917542
14502.612305	-131.088120
14513.378906	-130.970993
14524.145508	-130.452988
14534.912109	-130.119141
14545.678711	-129.589981
14556.445312	-129.738998
14567.211914	-129.910080
14577.978516	-130.429718
14588.745117	-130.457397
14599.511719	-131.022644
14610.278320	-131.147705
14621.044922	-129.982147
14631.811523	-129.928192
14642.578125	-130.423065
14653.344727	-129.515579
14664.111328	-130.104141
14674.877930	-131.114670
14685.644531	-130.297501
14696.411133	-130.922119
14707.177734	-131.442444
14717.944336	-130.578934
14728.710938	-129.934402
14739.477539	-129.115311
14750.244141	-128.855560
14761.010742	-130.195206
14771.777344	-131.253876
14782.543945	-129.647995
14793.310547	-129.047211
14804.077148	-130.090668
14814.843750	-129.583740
14825.610352	-130.023895
14836.376953	-130.015350
14847.143555	-130.295227
14857.910156	-130.562180
14868.676758	-130.519119
14879.443359	-130.185699
14890.209961	-129.701355
14900.976562	-129.644058
14911.743164	-129.867569
14922.509766	-130.873840
14933.276367	-130.749817
14944.042969	-131.195618
14954.809570	-130.770096
14965.576172	-130.759857
14976.342773	-129.477280
14987.109375	-129.476547
14997.875977	-130.477844
15008.642578	-131.317383
15019.409180	-130.183228
15030.175781	-129.384354
15040.942383	-130.731995
15051.708984	-130.457260
15062.475586	-130.983612
15073.242188	-131.287552
15084.008789	-130.908264
15094.775391	-130.077805
15105.541992	-130.602539
15116.308594	-130.685364
15127.075195	-129.693939
15137.841797	-130.153870
15148.608398	-130.377914
15159.375000	-130.383240
15170.141602	-129.826660
15180.908203	-129.329834
15191.674805	-129.194672
15202.441406	-131.206223
15213.208008	-130.281570
15223.974609	-129.835175
15234.741211	-130.837646
15245.507812	-129.731781
15256.274414	-130.385483
15267.041016	-131.080246
15277.807617	-129.384308
15288.574219	-130.201172
15299.340820	-131.625290
15310.107422	-131.000488
15320.874023	-130.434052
15331.640625	-130.001129
15342.407227	-129.663010
15353.173828	-130.919067
15363.940430	-131.055496
15374.707031	-130.721848
15385.473633	-131.194031
15396.240234	-130.855377
15407.006836	-130.986069
15417.773438	-131.307220
15428.540039	-130.650711
15439.306641	-128.877701
15450.073242	-129.609024
15460.839844	-130.647354
15471.606445	-131.406311
15482.373047	-130.974182
15493.139648	-129.687927
15503.906250	-130.575348
15514.672852	-130.684158
15525.439453	-129.809174
15536.206055	-129.968506
15546.972656	-130.899170
15557.739258	-131.747086
15568.505859	-131.397324
15579.272461	-130.773376
15590.039062	-130.047974
15600.805664	-130.250534
15611.572266	-130.989395
15622.338867	-131.126099
15633.105469	-130.906082
15643.872070	-131.906723
15654.638672	-130.154373
15665.405273	-129.907379
15676.171875	-129.319763
15686.938477	-130.105179
15697.705078	-129.896774
15708.471680	-130.987854
15719.238281	-129.135773
15730.004883	-131.165604
15740.771484	-129.631104
15751.538086	-128.938248
15762.304688	-129.636566
15773.071289	-129.060364
15783.837891	-128.236664
15794.604492	-128.312439
15805.371094	-127.370781
15816.137695	-126.721107
15826.904297	-125.481567
15837.670898	-125.026886
15848.437500	-122.554337
15859.204102	-121.460434
15869.970703	-120.070023
15880.737305	-117.265450
15891.503906	-114.833473
15902.270508	-112.463974
15913.037109	-109.322937
15923.803711	-105.869164
15934.570312	-101.779999
15945.336914	-97.049934
15956.103516	-91.142975
15966.870117	-83.411682
15977.636719	-71.969238
15988.403320	-45.972145
15999.169922	-38.844822
16009.936523	-43.695305
16020.703125	-69.147537
16031.469727	-81.721329
16042.236328	-89.884407
16053.002930	-96.019089
16063.769531	-100.940460
16074.536133	-105.094162
16085.302734	-108.636383
16096.069336	-111.640907
16106.835938	-114.521339
16117.602539	-116.742371
16128.369141	-118.975616
16139.135742	-121.188698
16149.902344	-122.703133
16160.668945	-124.019211
16171.435547	-125.585823
16182.202148	-125.799767
16192.968750	-128.603958
16203.735352	-127.147285
16214.501953	-128.399841
16225.268555	-129.437531
16236.035156	-128.569534
16246.801758	-128.932587
16257.568359	-129.932785
16268.334961	-129.695023
16279.101562	-129.422882
16289.868164	-129.174606
16300.634766	-130.875122
16311.401367	-130.532379
16322.167969	-130.992035
16332.934570	-131.149323
16343.701172	-130.150146
16354.467773	-129.798355
16365.234375	-129.428970
16376.000977	-129.518417
16386.767578	-131.104156
16397.534180	-129.990265
16408.300781	-130.593124
16419.067383	-130.887253
16429.833984	-130.479355
16440.600586	-132.396866
16451.367188	-131.463211
16462.133789	-130.839188
16472.900391	-131.249222
16483.666992	-131.841843
16494.433594	-131.475677
16505.200195	-131.654510
16515.966797	-130.962509
16526.733398	-129.952423
16537.500000	-129.773010
16548.266602	-130.114899
16559.033203	-128.890945
16569.799805	-129.361969
16580.566406	-130.407181
16591.333008	-130.525833
16602.099609	-130.112732
16612.866211	-130.949860
16623.632812	-130.150925
16634.399414	-130.384903
16645.166016	-129.918961
16655.932617	-129.180008
16666.699219	-129.761978
16677.465820	-130.095840
16688.232422	-130.704071
16698.999023	-131.185623
16709.765625	-131.077484
16720.532227	-130.529236
16731.298828	-130.483582
16742.065430	-130.133301
16752.832031	-130.003372
16763.598633	-131.085602
16774.365234	-130.638016
16785.131836	-130.762161
16795.898438	-131.746887
16806.665039	-131.074417
16817.431641	-130.104294
16828.198242	-130.674744
16838.964844	-129.549393
16849.731445	-129.622330
16860.498047	-131.277069
16871.264648	-130.375549
16882.031250	-130.495865
16892.797852	-131.172760
16903.564453	-130.528961
16914.331055	-129.756607
16925.097656	-131.275635
16935.864258	-130.839752
16946.630859	-129.854950
16957.397461	-130.146484
16968.164062	-129.956604
16978.930664	-130.567413
16989.697266	-131.184418
17000.463867	-130.272690
17011.230469	-129.903687
17021.997070	-129.831909
17032.763672	-129.774643
17043.530273	-130.566605
17054.296875	-130.208923
17065.063477	-130.188126
17075.830078	-129.985291
17086.596680	-129.807861
17097.363281	-129.561523
17108.129883	-131.631836
17118.896484	-131.288254
17129.663086	-130.234589
17140.429688	-130.293396
17151.196289	-130.500931
17161.962891	-130.225433
17172.729492	-131.028259
17183.496094	-130.612869
17194.262695	-130.733398
17205.029297	-131.260468
17215.795898	-131.216278
17226.562500	-130.150208
17237.329102	-131.010376
17248.095703	-129.155472
17258.862305	-129.384064
17269.628906	-130.044815
17280.395508	-130.035965
17291.162109	-130.393600
17301.928711	-130.011856
17312.695312	-131.024490
17323.461914	-131.364609
17334.228516	-131.213104
17344.995117	-131.448318
17355.761719	-130.348953
17366.528320	-129.771652
17377.294922	-129.553467
17388.061523	-130.890213
17398.828125	-131.645081
17409.594727	-130.789490
17420.361328	-130.936401
17431.127930	-131.045593
17441.894531	-130.312714
17452.661133	-130.744629
17463.427734	-130.846024
17474.194336	-130.646637
17484.960938	-131.446976
17495.727539	-131.166992
17506.494141	-130.713287
17517.260742	-130.269104
17528.027344	-131.033066
17538.793945	-130.857376
17549.560547	-130.704575
17560.327148	-130.678574
17571.093750	-129.824326
17581.860352	-130.935318
17592.626953	-130.743027
17603.393555	-130.487335
17614.160156	-130.276855
17624.926758	-128.939026
17635.693359	-129.170364
17646.459961	-130.829651
17657.226562	-130.666580
17667.993164	-129.864273
17678.759766	-129.460129
17689.526367	-130.280777
17700.292969	-130.352020
17711.059570	-130.090164
17721.826172	-129.513794
17732.592773	-130.699539
17743.359375	-130.323242
17754.125977	-130.192642
17764.892578	-130.805054
17775.659180	-129.985611
17786.425781	-130.576614
17797.192383	-130.520462
17807.958984	-129.957809
17818.725586	-130.288391
17829.492188	-130.928238
17840.258789	-130.442932
17851.025391	-129.900711
17861.791992	-130.147842
17872.558594	-130.427078
17883.325195	-129.892578
17894.091797	-131.059113
17904.858398	-130.371155
17915.625000	-131.209427
17926.391602	-131.303192
17937.158203	-131.360504
17947.924805	-131.638245
17958.691406	-131.097931
17969.458008	-130.234650
17980.224609	-130.827438
17990.991211	-130.813614
18001.757812	-130.465530
18012.524414	-131.181152
18023.291016	-130.846832
18034.057617	-131.125977
18044.824219	-130.703568
18055.590820	-130.112732
18066.357422	-129.245331
18077.124023	-130.560303
18087.890625	-130.906021
18098.657227	-129.740234
18109.423828	-129.726288
18120.190430	-130.692764
18130.957031	-131.365768
18141.723633	-131.949997
18152.490234	-130.507782
18163.256836	-130.665955
18174.023438	-132.963623
18184.790039	-131.351273
18195.556641	-130.408493
18206.323242	-130.995041
18217.089844	-130.410492
18227.856445	-130.676743
18238.623047	-130.588455
18249.389648	-130.729614
18260.156250	-130.889587
18270.922852	-130.155487
18281.689453	-130.647430
18292.456055	-131.543716
18303.222656	-130.994171
18313.989258	-130.405167
18324.755859	-131.066177
18335.522461	-130.457764
18346.289062	-130.905136
18357.055664	-130.376633
18367.822266	-130.269287
18378.588867	-130.634705
18389.355469	-130.273193
18400.122070	-130.752960
18410.888672	-131.133698
18421.655273	-131.588593
18432.421875	-132.492905
18443.188477	-132.428467
18453.955078	-131.335556
18464.721680	-131.518829
18475.488281	-131.094833
18486.254883	-130.767227
18497.021484	-130.630951
18507.788086	-130.605637
18518.554688	-130.540192
18529.321289	-129.703079
18540.087891	-130.458084
18550.854492	-130.096924
18561.621094	-130.476379
18572.387695	-131.648499
18583.154297	-132.065338
18593.920898	-131.936172
18604.687500	-131.193497
18615.454102	-131.181686
18626.220703	-130.572662
18636.987305	-129.791443
18647.753906	-129.622070
18658.520508	-128.832016
18669.287109	-129.344055
18680.053711	-130.486923
18690.820312	-130.318466
18701.586914	-131.043106
18712.353516	-130.921448
18723.120117	-130.761017
18733.886719	-130.671509
18744.653320	-131.337753
18755.419922	-131.081284
18766.186523	-130.461380
18776.953125	-130.362915
18787.719727	-130.191284
18798.486328	-130.341217
18809.252930	-131.104584
18820.019531	-130.458313
18830.786133	-131.527496
18841.552734	-131.121140
18852.319336	-131.331116
18863.085938	-130.870972
18873.852539	-130.963150
18884.619141	-130.652466
18895.385742	-129.847595
18906.152344	-129.290802
18916.918945	-130.049194
18927.685547	-130.237091
18938.452148	-131.392273
18949.218750	-130.785858
18959.985352	-129.813126
18970.751953	-130.018173
18981.518555	-129.078796
18992.285156	-130.102356
19003.051758	-130.691696
19013.818359	-130.378357
19024.584961	-130.232468
19035.351562	-130.000122
19046.118164	-130.448273
19056.884766	-129.586807
19067.651367	-130.392136
19078.417969	-130.073502
19089.184570	-129.917816
19099.951172	-128.992630
19110.717773	-130.022263
19121.484375	-131.215897
19132.250977	-129.963318
19143.017578	-130.817169
19153.784180	-131.078613
19164.550781	-130.263672
19175.317383	-130.341568
19186.083984	-130.677719
19196.850586	-131.168137
19207.617188	-131.692429
19218.383789	-131.770462
19229.150391	-132.640564
19239.916992	-131.343048
19250.683594	-130.168137
19261.450195	-131.196060
19272.216797	-131.750153
19282.983398	-131.436432
19293.750000	-130.579315
19304.516602	-129.691544
19315.283203	-130.257233
19326.049805	-131.589005
19336.816406	-131.316040
19347.583008	-130.729919
19358.349609	-130.019196
19369.116211	-129.869553
19379.882812	-129.631943
19390.649414	-130.291656
19401.416016	-131.450424
19412.182617	-131.348404
19422.949219	-130.347229
19433.715820	-130.477921
19444.482422	-130.213959
19455.249023	-129.727798
19466.015625	-129.817917
19476.782227	-130.259583
19487.548828	-129.855148
19498.315430	-129.767410
19509.082031	-130.591171
19519.848633	-131.820618
19530.615234	-131.356094
19541.381836	-132.283676
19552.148438	-131.856339
19562.915039	-130.336823
19573.681641	-130.728104
19584.448242	-129.752365
19595.214844	-130.250244
19605.981445	-131.029373
19616.748047	-131.256851
19627.514648	-130.072708
19638.281250	-130.049835
19649.047852	-131.086105
19659.814453	-131.104965
19670.581055	-129.869370
19681.347656	-129.795532
19692.114258	-130.565018
19702.880859	-131.521606
19713.647461	-132.627884
19724.414062	-131.210831
19735.180664	-130.959396
19745.947266	-131.656036
19756.713867	-130.677689
19767.480469	-130.481705
19778.247070	-130.855469
19789.013672	-131.012360
19799.780273	-130.361343
19810.546875	-129.989273
19821.313477	-130.304962
19832.080078	-131.609772
19842.846680	-130.300217
19853.613281	-129.182968
19864.379883	-129.661514
19875.146484	-130.865845
19885.913086	-131.171097
19896.679688	-130.732819
19907.446289	-130.582870
19918.212891	-131.283997
19928.979492	-130.216217
19939.746094	-130.235947
19950.512695	-131.583130
19961.279297	-130.705383
19972.045898	-129.828003
19982.812500	-130.729965
19993.579102	-130.029831
20004.345703	-129.959335
20015.112305	-131.106232
20025.878906	-131.300659
20036.645508	-130.722382
20047.412109	-130.130615
20058.178711	-129.891449
20068.945312	-130.239136
20079.711914	-130.411087
20090.478516	-129.676102
20101.245117	-130.314438
20112.011719	-131.174820
20122.778320	-131.602219
20133.544922	-131.569412
20144.311523	-130.744354
20155.078125	-130.527756
20165.844727	-130.856384
20176.611328	-130.550461
20187.377930	-130.107239
20198.144531	-130.588669
20208.911133	-130.295227
20219.677734	-129.615265
20230.444336	-130.934784
20241.210938	-132.760529
20251.977539	-130.946548
20262.744141	-130.656998
20273.510742	-130.845276
20284.277344	-131.202179
20295.043945	-131.954239
20305.810547	-131.760101
20316.577148	-130.607010
20327.343750	-130.549225
20338.110352	-130.119949
20348.876953	-129.186600
20359.643555	-129.326797
20370.410156	-130.363144
20381.176758	-130.349503
20391.943359	-131.948715
20402.709961	-131.684662
20413.476562	-131.302872
20424.243164	-130.717102
20435.009766	-130.050140
20445.776367	-130.820084
20456.542969	-130.178299
20467.309570	-129.823730
20478.076172	-129.708389
20488.842773	-130.356903
20499.609375	-130.609634
20510.375977	-130.991333
20521.142578	-130.680740
20531.909180	-130.515259
20542.675781	-131.524185
20553.442383	-130.469177
20564.208984	-131.727478
20574.975586	-131.785721
20585.742188	-130.742889
20596.508789	-129.613113
20607.275391	-131.167908
20618.041992	-132.416306
20628.808594	-131.755600
20639.575195	-131.707932
20650.341797	-130.796265
20661.108398	-129.593933
20671.875000	-130.713684
20682.641602	-129.612900
20693.408203	-130.660919
20704.174805	-130.070572
20714.941406	-129.389450
20725.708008	-130.643982
20736.474609	-131.533920
20747.241211	-130.161636
20758.007812	-130.141983
20768.774414	-131.846146
20779.541016	-130.959412
20790.307617	-129.533234
20801.074219	-129.613083
20811.840820	-130.573318
20822.607422	-130.573471
20833.374023	-130.609848
20844.140625	-131.045197
20854.907227	-131.666794
20865.673828	-130.510834
20876.440430	-129.451218
20887.207031	-129.849899
20897.973633	-129.650085
20908.740234	-130.675278
20919.506836	-130.868103
20930.273438	-131.414429
20941.040039	-130.926315
20951.806641	-130.366196
20962.573242	-130.594223
20973.339844	-131.116592
20984.106445	-131.459518
20994.873047	-129.477280
21005.639648	-129.240860
21016.406250	-130.232468
21027.172852	-130.746628
21037.939453	-131.170776
21048.706055	-130.149811
21059.472656	-130.698624
21070.239258	-130.259186
21081.005859	-129.788788
21091.772461	-129.702240
21102.539062	-130.634094
21113.305664	-131.383423
21124.072266	-130.598282
21134.838867	-129.986618
21145.605469	-129.680847
21156.372070	-129.176819
21167.138672	-129.913940
21177.905273	-131.114319
21188.671875	-129.946030
21199.438477	-130.807755
21210.205078	-132.162582
21220.971680	-131.475510
21231.738281	-130.600906
21242.504883	-130.509689
21253.271484	-131.503006
21264.038086	-131.104691
21274.804688	-129.918167
21285.571289	-131.293274
21296.337891	-131.946716
21307.104492	-131.516083
21317.871094	-131.445435
21328.637695	-130.074875
21339.404297	-129.962585
21350.170898	-129.937347
21360.937500	-131.277954
21371.704102	-131.181427
21382.470703	-130.597229
21393.237305	-130.417633
21404.003906	-129.947678
21414.770508	-130.132904
21425.537109	-131.594543
21436.303711	-131.571091
21447.070312	-131.432419
21457.836914	-130.975861
21468.603516	-130.441162
21479.370117	-130.500565
21490.136719	-131.377426
21500.903320	-131.658493
21511.669922	-131.121567
21522.436523	-131.847504
21533.203125	-131.694443
21543.969727	-131.288040
21554.736328	-131.034241
21565.502930	-130.607056
21576.269531	-130.894348
21587.036133	-130.580338
21597.802734	-130.569000
21608.569336	-131.475922
21619.335938	-130.355759
21630.102539	-130.200089
21640.869141	-130.106293
21651.635742	-130.348175
21662.402344	-131.186584
21673.168945	-131.239731
21683.935547	-130.585983
21694.702148	-129.806778
21705.468750	-130.029114
21716.235352	-130.606400
21727.001953	-132.234192
21737.768555	-130.968918
21748.535156	-130.350815
21759.301758	-130.623108
21770.068359	-130.684677
21780.834961	-130.582016
21791.601562	-130.345581
21802.368164	-130.690170
21813.134766	-130.484650
21823.901367	-130.336166
21834.667969	-130.776031
21845.434570	-131.415283
21856.201172	-130.441956
21866.967773	-129.682541
21877.734375	-130.899963
21888.500977	-130.427338
21899.267578	-130.225494
21910.034180	-130.313019
21920.800781	-130.142670
21931.567383	-130.822296
21942.333984	-131.247604
21953.100586	-131.469406
21963.867188	-130.110840
21974.633789	-129.280777
21985.400391	-129.540039
21996.166992	-128.821136
22006.933594	-128.683624
22017.700195	-130.428131
22028.466797	-130.829453
22039.233398	-131.560455
